"Observation Time","Diameter (inches)","Diameter (cm)","Diameter (mm)",Latitude,Longitude,"Affected County"
"2000-05-02 17:28:00",1,2.54,25.4,35.67,-80.48,"Rowan County NC"
"2000-05-03 13:10:00",0.75,1.91,19.05,35.52,-83.08,"Haywood County NC"
"2000-05-03 13:30:00",0.75,1.91,19.05,35.5,-83,"Haywood County NC"
"2000-05-10 15:33:00",1,2.54,25.4,35.22,-80.95,"Mecklenburg County NC"
"2000-05-10 16:45:00",0.75,1.91,19.05,35.62,-79.38,"Chatham County NC"
"2000-05-10 20:00:00",1.75,4.45,44.45,36.35,-76.62,"Gates County NC"
"2000-05-10 20:20:00",0.75,1.91,19.05,36.37,-76.23,"Pasquotank County NC"
"2000-05-10 20:25:00",0.75,1.91,19.05,36.32,-76.53,"Perquimans County NC"
"2000-05-13 13:52:00",0.88,2.24,22.35,35.52,-82.18,"McDowell County NC"
"2000-05-13 14:10:00",1,2.54,25.4,35.52,-82.42,"Buncombe County NC"
"2000-05-13 14:25:00",1,2.54,25.4,35.43,-82.25,"Rutherford County NC"
"2000-05-13 14:45:00",1.5,3.81,38.1,35.42,-82.2,"Rutherford County NC"
"2000-05-13 15:12:00",1.75,4.45,44.45,36.22,-81,"Wilkes County NC"
"2000-05-13 15:15:00",1.75,4.45,44.45,36.35,-80.63,"Surry County NC"
"2000-05-13 15:22:00",1,2.54,25.4,36.28,-80.92,"Wilkes County NC"
"2000-05-13 15:54:00",0.88,2.24,22.35,35.32,-82.48,"Henderson County NC"
"2000-05-13 15:55:00",0.75,1.91,19.05,35.47,-81.3,"Lincoln County NC"
"2000-05-13 15:58:00",0.75,1.91,19.05,36.2,-80.82,"Yadkin County NC"
"2000-05-13 16:25:00",0.75,1.91,19.05,35.22,-82.23,"Polk County NC"
"2000-05-13 18:25:00",1,2.54,25.4,35.42,-80.78,"Cabarrus County NC"
"2000-05-17 16:54:00",1.5,3.81,38.1,36.15,-79.07,"Orange County NC"
"2000-05-20 14:25:00",0.75,1.91,19.05,35.58,-82.05,"McDowell County NC"
"2000-05-20 21:00:00",1.75,4.45,44.45,35.82,-77.25,"Martin County NC"
"2000-05-20 21:51:00",1.75,4.45,44.45,35.8,-77.38,"Pitt County NC"
"2000-05-21 14:26:00",1.25,3.18,31.75,35.15,-76.77,"Pamlico County NC"
"2000-05-21 14:28:00",1.25,3.18,31.75,35.12,-77.05,"Craven County NC"
"2000-05-21 14:30:00",1,2.54,25.4,35.28,-78.93,"Harnett County NC"
"2000-05-21 14:42:00",0.75,1.91,19.05,35.65,-81.83,"Burke County NC"
"2000-05-21 14:45:00",0.75,1.91,19.05,35.12,-77.83,"Duplin County NC"
"2000-05-21 15:10:00",0.75,1.91,19.05,35.22,-78.68,"Cumberland County NC"
"2000-05-21 15:15:00",0.88,2.24,22.35,35.25,-78.53,"Sampson County NC"
"2000-05-21 15:22:00",0.75,1.91,19.05,35.27,-77.58,"Lenoir County NC"
"2000-05-21 15:28:00",1,2.54,25.4,35.03,-76.7,"Pamlico County NC"
"2000-05-21 15:49:00",0.75,1.91,19.05,34.83,-79.45,"Scotland County NC"
"2000-05-21 15:55:00",1.25,3.18,31.75,35.07,-77.37,"Jones County NC"
"2000-05-21 16:00:00",2.75,6.99,69.85,34.82,-78.03,"Duplin County NC"
"2000-05-21 16:14:00",1.75,4.45,44.45,35.12,-77.05,"Craven County NC"
"2000-05-21 16:23:00",1.75,4.45,44.45,35.05,-77.75,"Lenoir County NC"
"2000-05-21 16:36:00",2.5,6.35,63.5,35,-77.58,"Jones County NC"
"2000-05-21 16:55:00",1.75,4.45,44.45,35.43,-79.6,"Moore County NC"
"2000-05-21 17:00:00",1,2.54,25.4,35.3,-79.77,"Montgomery County NC"
"2000-05-21 17:10:00",0.75,1.91,19.05,35.03,-76.7,"Pamlico County NC"
"2000-05-21 17:40:00",1,2.54,25.4,35.73,-79.47,"Chatham County NC"
"2000-05-21 17:45:00",0.88,2.24,22.35,34.72,-78.42,"Bladen County NC"
"2000-05-21 19:52:00",0.88,2.24,22.35,35.73,-81.32,"Catawba County NC"
"2000-05-21 20:35:00",1,2.54,25.4,35.33,-78.68,"Harnett County NC"
"2000-05-22 06:26:00",0.75,1.91,19.05,34.23,-77.93,"New Hanover County NC"
"2000-05-22 06:34:00",0.75,1.91,19.05,34.33,-77.77,"Pender County NC"
"2000-05-22 13:20:00",0.88,2.24,22.35,36.47,-77.65,"Halifax County NC"
"2000-05-22 13:50:00",0.88,2.24,22.35,36.4,-77.42,"Northampton County NC"
"2000-05-22 14:55:00",3,7.62,76.2,36.25,-76.68,"Chowan County NC"
"2000-05-22 15:40:00",1,2.54,25.4,35.85,-77.07,"Martin County NC"
"2000-05-22 16:16:00",1.75,4.45,44.45,35.27,-77.58,"Lenoir County NC"
"2000-05-22 16:30:00",1,2.54,25.4,36.07,-75.7,"Dare County NC"
"2000-05-22 16:40:00",0.75,1.91,19.05,35.87,-76.75,"Washington County NC"
"2000-05-22 16:55:00",1,2.54,25.4,35.3,-77.35,"Craven County NC"
"2000-05-22 17:20:00",0.75,1.91,19.05,35.12,-77.05,"Craven County NC"
"2000-05-22 18:15:00",1.75,4.45,44.45,35.25,-77.08,"Craven County NC"
"2000-05-22 18:25:00",0.75,1.91,19.05,34.73,-78.78,"Bladen County NC"
"2000-05-22 18:35:00",0.75,1.91,19.05,35.3,-77.35,"Craven County NC"
"2000-05-22 18:48:00",1.75,4.45,44.45,34.65,-78.72,"Bladen County NC"
"2000-05-22 18:51:00",2.5,6.35,63.5,34.65,-78.78,"Bladen County NC"
"2000-05-22 19:25:00",1,2.54,25.4,35.1,-77.08,"Craven County NC"
"2000-05-22 19:40:00",1.25,3.18,31.75,35.13,-76.9,"Pamlico County NC"
"2000-05-22 20:00:00",1,2.54,25.4,35.02,-76.92,"Craven County NC"
"2000-05-22 20:30:00",0.75,1.91,19.05,34.88,-76.88,"Craven County NC"
"2000-05-24 15:40:00",2.75,6.99,69.85,35.75,-81.85,"Burke County NC"
"2000-05-24 15:41:00",1.75,4.45,44.45,35.68,-81.92,"McDowell County NC"
"2000-05-24 15:45:00",0.75,1.91,19.05,35.68,-81.8,"Burke County NC"
"2000-05-24 15:50:00",1.75,4.45,44.45,35.68,-81.87,"McDowell County NC"
"2000-05-24 15:57:00",4.5,11.43,114.3,35.68,-81.88,"Burke County NC"
"2000-05-24 16:05:00",1.75,4.45,44.45,35.52,-81.63,"Cleveland County NC"
"2000-05-24 16:14:00",4.5,11.43,114.3,35.62,-81.87,"Burke County NC"
"2000-05-24 16:30:00",1,2.54,25.4,35.42,-81.52,"Cleveland County NC"
"2000-05-24 17:00:00",0.75,1.91,19.05,35.43,-80.85,"Mecklenburg County NC"
"2000-05-25 07:30:00",0.75,1.91,19.05,35.58,-80.82,"Iredell County NC"
"2000-05-25 13:17:00",1.75,4.45,44.45,35.95,-75.62,"Dare County NC"
"2000-05-25 14:04:00",2,5.08,50.8,35.12,-77.05,"Craven County NC"
"2000-05-25 14:05:00",1.25,3.18,31.75,34.92,-80.75,"Union County NC"
"2000-05-25 14:28:00",1.75,4.45,44.45,34.93,-76.85,"Craven County NC"
"2000-05-25 14:30:00",0.75,1.91,19.05,34.97,-76.8,"Pamlico County NC"
"2000-05-25 14:50:00",1.75,4.45,44.45,34.95,-76.58,"Carteret County NC"
"2000-05-25 15:20:00",0.88,2.24,22.35,34.63,-78.62,"Bladen County NC"
"2000-05-25 15:25:00",2,5.08,50.8,34.48,-78.65,"Bladen County NC"
"2000-05-25 15:53:00",0.75,1.91,19.05,34.37,-77.72,"Pender County NC"
"2000-05-25 16:25:00",0.88,2.24,22.35,33.92,-78.27,"Brunswick County NC"
"2000-05-25 18:20:00",1,2.54,25.4,34.98,-80.6,"Union County NC"
"2000-05-27 12:29:00",0.75,1.91,19.05,36.05,-81.3,"Wilkes County NC"
"2000-05-27 13:00:00",0.75,1.91,19.05,36.13,-80.82,"Yadkin County NC"
"2000-05-27 13:03:00",1,2.54,25.4,36.03,-80.87,"Iredell County NC"
"2000-05-27 13:06:00",0.88,2.24,22.35,35.98,-80.8,"Iredell County NC"
"2000-05-27 13:30:00",0.75,1.91,19.05,35.9,-80.57,"Davie County NC"
"2000-05-27 13:51:00",1.75,4.45,44.45,35.9,-80.5,"Davie County NC"
"2000-05-27 15:05:00",0.75,1.91,19.05,35.97,-80.57,"Davie County NC"
"2000-05-27 16:20:00",0.75,1.91,19.05,35.38,-77.98,"Wayne County NC"
"2000-05-27 16:55:00",0.75,1.91,19.05,34.95,-77.95,"Duplin County NC"
"2000-05-27 17:10:00",1,2.54,25.4,35.5,-77.25,"Pitt County NC"
"2000-05-27 17:33:00",2,5.08,50.8,35.52,-77.1,"Beaufort County NC"
"2000-05-27 22:10:00",1.25,3.18,31.75,35.77,-76.25,"Tyrrell County NC"
"2000-05-28 12:40:00",0.75,1.91,19.05,35.12,-77.05,"Craven County NC"
"2000-05-28 13:10:00",0.75,1.91,19.05,34.25,-78,"Brunswick County NC"
"2000-05-28 13:13:00",0.75,1.91,19.05,35.15,-76.85,"Pamlico County NC"
"2000-05-28 13:42:00",0.75,1.91,19.05,34.95,-76.58,"Carteret County NC"
"2000-05-28 14:22:00",0.75,1.91,19.05,33.9,-78.07,"Brunswick County NC"
"2000-05-28 15:15:00",1.75,4.45,44.45,36.25,-80.83,"Surry County NC"
"2000-05-28 15:43:00",1.75,4.45,44.45,36.02,-80.6,"Davie County NC"
"2000-05-28 15:55:00",1,2.54,25.4,35.95,-80.42,"Davie County NC"
"2000-05-28 16:40:00",1.75,4.45,44.45,35.57,-80.63,"Rowan County NC"
"2000-05-28 16:51:00",0.75,1.91,19.05,35.77,-81.35,"Catawba County NC"
"2000-05-28 17:00:00",0.75,1.91,19.05,36.05,-80.57,"Davie County NC"
"2000-05-28 17:43:00",1,2.54,25.4,36.47,-79.9,"Rockingham County NC"
"2000-05-28 18:01:00",0.75,1.91,19.05,36.45,-79.55,"Rockingham County NC"
"2000-05-28 18:40:00",0.75,1.91,19.05,34.9,-77.53,"Onslow County NC"
"2000-05-28 19:10:00",1,2.54,25.4,35.72,-78.62,"Wake County NC"
"2000-06-02 17:50:00",1,2.54,25.4,36.48,-80.25,"Stokes County NC"
"2000-06-02 18:50:00",0.75,1.91,19.05,36.45,-79.55,"Rockingham County NC"
"2000-06-02 19:30:00",0.88,2.24,22.35,36.5,-79.23,"Caswell County NC"
"2000-06-03 13:05:00",0.75,1.91,19.05,36.22,-80.52,"Yadkin County NC"
"2000-06-03 13:15:00",1,2.54,25.4,36.42,-79.78,"Rockingham County NC"
"2000-06-03 13:30:00",1.75,4.45,44.45,36.28,-79.73,"Rockingham County NC"
"2000-06-03 13:50:00",0.75,1.91,19.05,36.3,-79.58,"Rockingham County NC"
"2000-06-03 14:20:00",1.75,4.45,44.45,35.42,-78.68,"Harnett County NC"
"2000-06-03 14:25:00",0.75,1.91,19.05,35.65,-82.1,"McDowell County NC"
"2000-06-03 14:45:00",0.75,1.91,19.05,35.38,-78.55,"Johnston County NC"
"2000-06-03 14:47:00",1.75,4.45,44.45,35.72,-78.62,"Wake County NC"
"2000-06-03 14:50:00",1.75,4.45,44.45,35.2,-78.65,"Cumberland County NC"
"2000-06-03 14:56:00",1,2.54,25.4,34.77,-79.45,"Scotland County NC"
"2000-06-03 15:16:00",1.75,4.45,44.45,36.12,-80.08,"Forsyth County NC"
"2000-06-03 15:25:00",1.75,4.45,44.45,35.97,-80,"Guilford County NC"
"2000-06-03 15:39:00",1.75,4.45,44.45,35.92,-79.97,"Randolph County NC"
"2000-06-03 15:45:00",1.75,4.45,44.45,35,-78.65,"Sampson County NC"
"2000-06-03 16:40:00",1.5,3.81,38.1,36.32,-78.58,"Granville County NC"
"2000-06-03 17:04:00",1.75,4.45,44.45,36.23,-78.43,"Vance County NC"
"2000-06-03 17:05:00",0.75,1.91,19.05,35.37,-78.87,"Harnett County NC"
"2000-06-03 17:30:00",0.75,1.91,19.05,35.65,-78.85,"Wake County NC"
"2000-06-03 17:40:00",0.75,1.91,19.05,34.58,-78.97,"Robeson County NC"
"2000-06-03 17:45:00",0.75,1.91,19.05,34.35,-78.42,"Columbus County NC"
"2000-06-03 18:10:00",1.75,4.45,44.45,35.92,-78.67,"Wake County NC"
"2000-06-03 18:40:00",0.75,1.91,19.05,34.53,-78.8,"Bladen County NC"
"2000-06-03 19:00:00",0.88,2.24,22.35,34.42,-78.9,"Columbus County NC"
"2000-06-03 19:35:00",1.75,4.45,44.45,34.42,-79.05,"Robeson County NC"
"2000-06-04 00:03:00",1,2.54,25.4,35.08,-80.68,"Union County NC"
"2000-06-14 10:47:00",0.75,1.91,19.05,35.65,-82.1,"McDowell County NC"
"2000-06-14 12:20:00",0.75,1.91,19.05,35.78,-78.8,"Wake County NC"
"2000-06-14 12:45:00",0.75,1.91,19.05,35.8,-78.67,"Wake County NC"
"2000-06-14 13:20:00",0.88,2.24,22.35,35.48,-79.18,"Lee County NC"
"2000-06-14 14:40:00",0.75,1.91,19.05,36.4,-79.77,"Rockingham County NC"
"2000-06-14 15:20:00",1.75,4.45,44.45,34.68,-79.18,"Robeson County NC"
"2000-06-14 15:40:00",1.75,4.45,44.45,34.53,-79.28,"Robeson County NC"
"2000-06-15 16:25:00",1.75,4.45,44.45,35.95,-80.77,"Iredell County NC"
"2000-06-15 16:30:00",1,2.54,25.4,36.23,-76.93,"Bertie County NC"
"2000-06-15 16:50:00",0.75,1.91,19.05,36.15,-80.47,"Yadkin County NC"
"2000-06-15 17:00:00",0.75,1.91,19.05,36.1,-80.42,"Forsyth County NC"
"2000-06-15 17:25:00",0.75,1.91,19.05,36.28,-80.37,"Stokes County NC"
"2000-06-15 19:45:00",0.75,1.91,19.05,36.1,-79.5,"Alamance County NC"
"2000-06-22 13:40:00",0.88,2.24,22.35,36.53,-76.58,"Gates County NC"
"2000-06-22 14:45:00",0.75,1.91,19.05,34.68,-78.98,"Robeson County NC"
"2000-06-22 14:55:00",1,2.54,25.4,35.85,-77.07,"Martin County NC"
"2000-06-22 14:58:00",0.75,1.91,19.05,34.68,-79.18,"Robeson County NC"
"2000-06-22 15:45:00",0.75,1.91,19.05,35.87,-76.4,"Washington County NC"
"2000-06-22 16:02:00",1,2.54,25.4,34.92,-77.77,"Duplin County NC"
"2000-06-26 15:05:00",0.75,1.91,19.05,35.43,-79.23,"Lee County NC"
"2000-06-26 15:24:00",1.75,4.45,44.45,35.53,-82.83,"Haywood County NC"
"2000-06-26 18:42:00",1,2.54,25.4,36.3,-80.15,"Stokes County NC"
"2000-06-28 15:00:00",0.88,2.24,22.35,35.73,-81.15,"Catawba County NC"
"2000-07-14 20:45:00",1.75,4.45,44.45,36.4,-79.48,"Caswell County NC"
"2000-07-16 13:20:00",1.75,4.45,44.45,34.17,-78.88,"Columbus County NC"
"2000-07-16 13:37:00",0.75,1.91,19.05,34.27,-78.7,"Columbus County NC"
"2000-07-16 13:45:00",0.75,1.91,19.05,35.07,-77.37,"Jones County NC"
"2000-07-16 13:47:00",1,2.54,25.4,35.12,-77.05,"Craven County NC"
"2000-07-16 14:15:00",1,2.54,25.4,35.3,-77.17,"Craven County NC"
"2000-07-16 14:23:00",1.25,3.18,31.75,34.53,-78.08,"Pender County NC"
"2000-07-16 14:30:00",1,2.54,25.4,34.1,-77.88,"New Hanover County NC"
"2000-07-16 14:37:00",1,2.54,25.4,34.65,-77.97,"Pender County NC"
"2000-07-16 14:40:00",1.75,4.45,44.45,35.48,-76.82,"Beaufort County NC"
"2000-07-16 14:45:00",1,2.54,25.4,34.68,-77.97,"Pender County NC"
"2000-07-16 14:53:00",1,2.54,25.4,35.45,-76.68,"Beaufort County NC"
"2000-07-16 15:10:00",1.75,4.45,44.45,34.92,-77.77,"Duplin County NC"
"2000-07-16 15:15:00",1,2.54,25.4,35.02,-78.52,"Sampson County NC"
"2000-07-16 16:00:00",1,2.54,25.4,35.32,-79.08,"Harnett County NC"
"2000-07-16 16:05:00",1.75,4.45,44.45,35.15,-77.72,"Lenoir County NC"
"2000-07-16 16:10:00",2,5.08,50.8,35.3,-77.35,"Craven County NC"
"2000-07-16 16:20:00",2.75,6.99,69.85,35.38,-77.62,"Pitt County NC"
"2000-07-16 16:22:00",0.75,1.91,19.05,35.18,-78.97,"Cumberland County NC"
"2000-07-16 17:20:00",1,2.54,25.4,34.85,-78.8,"Bladen County NC"
"2000-07-16 17:25:00",1.75,4.45,44.45,35.57,-77.2,"Pitt County NC"
"2000-07-16 17:27:00",1.75,4.45,44.45,34.8,-78.8,"Bladen County NC"
"2000-07-16 18:00:00",1.75,4.45,44.45,34.8,-78.95,"Robeson County NC"
"2000-07-16 18:20:00",1.75,4.45,44.45,34.73,-78.78,"Bladen County NC"
"2000-07-16 18:30:00",1,2.54,25.4,34.95,-78.75,"Cumberland County NC"
"2000-07-16 19:54:00",1.75,4.45,44.45,34.17,-78.6,"Columbus County NC"
"2000-07-16 19:57:00",1.75,4.45,44.45,34.07,-78.53,"Brunswick County NC"
"2000-07-16 22:00:00",1,2.54,25.4,35.6,-79.33,"Chatham County NC"
"2000-07-17 23:40:00",1,2.54,25.4,35.8,-78.67,"Wake County NC"
"2000-07-22 15:00:00",1,2.54,25.4,34.65,-78.05,"Pender County NC"
"2000-07-22 15:15:00",1.75,4.45,44.45,34.92,-77.77,"Duplin County NC"
"2000-07-22 15:31:00",0.75,1.91,19.05,34.55,-77.98,"Pender County NC"
"2000-07-22 16:26:00",0.75,1.91,19.05,34.32,-78.82,"Columbus County NC"
"2000-07-22 16:35:00",0.75,1.91,19.05,35.23,-80.33,"Stanly County NC"
"2000-07-22 16:47:00",0.75,1.91,19.05,34.32,-78.42,"Columbus County NC"
"2000-07-22 17:05:00",0.75,1.91,19.05,35.12,-80.12,"Anson County NC"
"2000-07-28 17:45:00",0.75,1.91,19.05,35.62,-81.3,"Catawba County NC"
"2000-07-28 19:30:00",1,2.54,25.4,36.4,-79.77,"Rockingham County NC"
"2000-08-09 16:35:00",1,2.54,25.4,35.12,-77.05,"Craven County NC"
"2000-08-09 19:00:00",1,2.54,25.4,35.95,-78.12,"Nash County NC"
"2000-08-10 00:30:00",0.75,1.91,19.05,35.53,-82.7,"Buncombe County NC"
"2000-08-10 01:12:00",0.75,1.91,19.05,35.23,-80.62,"Mecklenburg County NC"
"2000-08-10 01:18:00",1,2.54,25.4,35.35,-81,"Mecklenburg County NC"
"2000-08-10 01:23:00",1,2.54,25.4,35.42,-81.27,"Lincoln County NC"
"2000-08-11 10:30:00",0.88,2.24,22.35,34.6,-78.25,"Sampson County NC"
"2000-08-11 10:45:00",0.75,1.91,19.05,34.47,-78.1,"Pender County NC"
"2000-08-13 11:40:00",0.75,1.91,19.05,36.02,-78.92,"Durham County NC"
"2000-08-13 12:15:00",0.88,2.24,22.35,36.03,-78.48,"Franklin County NC"
"2000-08-13 12:24:00",0.88,2.24,22.35,34.65,-78.5,"Bladen County NC"
"2000-08-13 12:38:00",1.25,3.18,31.75,35.62,-77.38,"Pitt County NC"
"2000-08-13 12:53:00",0.88,2.24,22.35,35.73,-78.45,"Wake County NC"
"2000-08-13 13:10:00",0.75,1.91,19.05,34.67,-77.47,"Onslow County NC"
"2000-08-13 13:18:00",0.75,1.91,19.05,34.68,-77.13,"Onslow County NC"
"2000-08-13 13:25:00",0.75,1.91,19.05,35.65,-78.47,"Johnston County NC"
"2000-08-13 13:30:00",0.75,1.91,19.05,35.52,-79.35,"Chatham County NC"
"2000-08-13 13:43:00",0.75,1.91,19.05,34.7,-76.73,"Carteret County NC"
"2000-08-16 17:30:00",1,2.54,25.4,36.3,-76.23,"Pasquotank County NC"
"2000-08-16 18:00:00",0.75,1.91,19.05,36.13,-76.45,"Perquimans County NC"
"2000-08-16 18:20:00",1,2.54,25.4,36.5,-76.77,"Gates County NC"
"2000-08-16 18:29:00",1,2.54,25.4,36.4,-76.93,"Hertford County NC"
"2000-08-16 18:35:00",1.25,3.18,31.75,35.87,-76.75,"Washington County NC"
"2000-08-16 19:15:00",1,2.54,25.4,35.87,-76.4,"Washington County NC"
"2000-08-16 19:40:00",1.25,3.18,31.75,36.2,-76.77,"Bertie County NC"
"2000-08-16 19:55:00",0.75,1.91,19.05,35.58,-76.5,"Hyde County NC"
"2000-08-16 20:05:00",0.75,1.91,19.05,35.93,-77.78,"Edgecombe County NC"
"2000-08-16 20:44:00",1.5,3.81,38.1,35.87,-76.75,"Washington County NC"
"2000-08-16 21:06:00",0.75,1.91,19.05,35.55,-77.05,"Beaufort County NC"
"2000-08-16 21:30:00",1,2.54,25.4,35.45,-77.68,"Greene County NC"
"2000-08-16 21:55:00",1,2.54,25.4,35.15,-76.77,"Pamlico County NC"
"2000-08-16 22:15:00",0.75,1.91,19.05,35.32,-77.52,"Lenoir County NC"
"2000-08-16 22:17:00",0.88,2.24,22.35,34.78,-76.85,"Carteret County NC"
"2000-08-16 22:25:00",0.88,2.24,22.35,34.88,-76.88,"Craven County NC"
"2000-08-16 22:33:00",0.75,1.91,19.05,34.72,-76.65,"Carteret County NC"
"2000-08-18 13:30:00",1.5,3.81,38.1,35.25,-81.35,"Cleveland County NC"
"2000-08-18 14:02:00",2.5,6.35,63.5,36.2,-79.9,"Guilford County NC"
"2000-08-18 14:10:00",0.75,1.91,19.05,35.82,-80.27,"Davidson County NC"
"2000-08-18 14:55:00",1,2.54,25.4,35.75,-80.12,"Davidson County NC"
"2000-08-18 15:10:00",1.75,4.45,44.45,35.67,-80.5,"Rowan County NC"
"2000-08-18 16:00:00",1,2.54,25.4,34.97,-78.95,"Cumberland County NC"
"2000-08-18 16:05:00",0.75,1.91,19.05,34.88,-79.07,"Robeson County NC"
"2000-08-18 16:15:00",0.75,1.91,19.05,34.97,-78.95,"Cumberland County NC"
"2000-08-18 16:50:00",1,2.54,25.4,34.73,-78.78,"Bladen County NC"
"2000-08-24 17:00:00",0.75,1.91,19.05,35.32,-77.8,"Lenoir County NC"
"2000-08-24 17:05:00",1.5,3.81,38.1,35.45,-76.17,"Hyde County NC"
"2000-08-24 17:55:00",0.75,1.91,19.05,35.43,-77.58,"Greene County NC"
"2000-08-24 18:00:00",0.75,1.91,19.05,35.27,-77.58,"Lenoir County NC"
"2000-08-25 19:10:00",0.75,1.91,19.05,35.75,-81.53,"Burke County NC"
"2000-08-25 19:15:00",0.75,1.91,19.05,35.75,-81.7,"Burke County NC"
"2000-08-25 20:20:00",0.75,1.91,19.05,35.25,-81.62,"Cleveland County NC"
"2000-08-26 17:40:00",0.75,1.91,19.05,35.52,-81.37,"Lincoln County NC"
"2000-08-26 23:44:00",1,2.54,25.4,35.13,-80.9,"Mecklenburg County NC"
"2000-09-04 18:00:00",0.75,1.91,19.05,35.5,-82.57,"Buncombe County NC"
"2000-09-25 15:35:00",0.88,2.24,22.35,35.13,-79.43,"Moore County NC"
"2000-09-25 16:10:00",0.75,1.91,19.05,35.52,-78.55,"Johnston County NC"
"2000-12-16 12:45:00",0.88,2.24,22.35,35.5,-83.22,"Jackson County NC"
"2000-12-17 00:13:00",0.75,1.91,19.05,35.97,-78.27,"Franklin County NC"
"2000-12-17 23:20:00",1.5,3.81,38.1,35.47,-78.62,"Johnston County NC"
"2001-01-19 14:50:00",1,2.54,25.4,35.23,-80.85,"Mecklenburg County NC"
"2001-04-01 09:15:00",0.75,1.91,19.05,35.27,-81.18,"Gaston County NC"
"2001-04-01 09:55:00",0.75,1.91,19.05,35.12,-80.73,"Mecklenburg County NC"
"2001-04-01 10:05:00",0.75,1.91,19.05,35.42,-80.52,"Cabarrus County NC"
"2001-04-01 10:08:00",1,2.54,25.4,35.67,-80.4,"Rowan County NC"
"2001-04-01 10:20:00",1.75,4.45,44.45,34.83,-80.57,"Union County NC"
"2001-04-01 10:22:00",0.75,1.91,19.05,35.72,-79,"Chatham County NC"
"2001-04-01 10:45:00",0.75,1.91,19.05,35.78,-78.8,"Wake County NC"
"2001-04-01 10:50:00",0.75,1.91,19.05,35.43,-79.6,"Moore County NC"
"2001-04-01 10:58:00",0.75,1.91,19.05,35.78,-78.8,"Wake County NC"
"2001-04-01 11:05:00",1,2.54,25.4,34.97,-80.1,"Anson County NC"
"2001-04-01 11:10:00",0.75,1.91,19.05,35.3,-79.77,"Montgomery County NC"
"2001-04-01 11:25:00",0.75,1.91,19.05,35.35,-79.42,"Moore County NC"
"2001-04-01 11:35:00",0.75,1.91,19.05,35.8,-79.47,"Chatham County NC"
"2001-04-01 11:50:00",0.75,1.91,19.05,34.43,-77.88,"Pender County NC"
"2001-04-01 11:51:00",0.75,1.91,19.05,34.37,-77.72,"Pender County NC"
"2001-04-01 11:55:00",0.88,2.24,22.35,34.23,-77.93,"New Hanover County NC"
"2001-04-01 11:56:00",0.75,1.91,19.05,35.93,-79.08,"Orange County NC"
"2001-04-01 12:15:00",0.75,1.91,19.05,33.92,-78.27,"Brunswick County NC"
"2001-04-01 12:20:00",0.75,1.91,19.05,34.63,-78.62,"Bladen County NC"
"2001-04-01 12:21:00",0.75,1.91,19.05,34.47,-79.02,"Robeson County NC"
"2001-04-01 12:25:00",0.75,1.91,19.05,35.5,-78.75,"Harnett County NC"
"2001-04-01 12:30:00",0.75,1.91,19.05,34.02,-78.08,"Brunswick County NC"
"2001-04-01 12:35:00",0.75,1.91,19.05,35,-78.33,"Sampson County NC"
"2001-04-01 12:42:00",0.75,1.91,19.05,34.93,-77.62,"Onslow County NC"
"2001-04-01 12:45:00",0.75,1.91,19.05,34.13,-78.67,"Columbus County NC"
"2001-04-01 12:50:00",0.88,2.24,22.35,35.75,-78.07,"Wilson County NC"
"2001-04-01 13:12:00",0.75,1.91,19.05,35.12,-78.13,"Duplin County NC"
"2001-04-01 13:25:00",0.75,1.91,19.05,34.82,-77.55,"Onslow County NC"
"2001-04-01 13:30:00",1,2.54,25.4,35.42,-78.08,"Wayne County NC"
"2001-04-01 13:52:00",1.75,4.45,44.45,34.75,-77.42,"Onslow County NC"
"2001-04-01 15:00:00",0.75,1.91,19.05,34.48,-78.65,"Bladen County NC"
"2001-04-17 14:20:00",1.75,4.45,44.45,34.87,-76.38,"Carteret County NC"
"2001-05-12 14:00:00",0.75,1.91,19.05,35.87,-78.78,"Wake County NC"
"2001-05-12 14:25:00",1,2.54,25.4,35.78,-78.48,"Wake County NC"
"2001-05-12 14:45:00",0.75,1.91,19.05,35.17,-78.75,"Cumberland County NC"
"2001-05-12 15:10:00",0.75,1.91,19.05,35,-78.65,"Sampson County NC"
"2001-05-12 15:40:00",1.75,4.45,44.45,34.2,-78.88,"Columbus County NC"
"2001-05-12 15:50:00",0.75,1.91,19.05,35.5,-78.07,"Wayne County NC"
"2001-05-12 15:54:00",0.88,2.24,22.35,35.33,-77.62,"Lenoir County NC"
"2001-05-12 16:00:00",0.88,2.24,22.35,35.45,-77.68,"Greene County NC"
"2001-05-12 16:15:00",0.88,2.24,22.35,36.18,-79.98,"Guilford County NC"
"2001-05-12 16:25:00",1.75,4.45,44.45,34.68,-77.97,"Pender County NC"
"2001-05-12 16:30:00",0.75,1.91,19.05,34.73,-78,"Duplin County NC"
"2001-05-12 16:45:00",1.25,3.18,31.75,34.93,-77.62,"Onslow County NC"
"2001-05-12 16:48:00",0.88,2.24,22.35,35.55,-77.05,"Beaufort County NC"
"2001-05-12 16:56:00",0.88,2.24,22.35,35.87,-76.75,"Washington County NC"
"2001-05-12 17:05:00",1.75,4.45,44.45,35.07,-77.37,"Jones County NC"
"2001-05-12 18:32:00",0.75,1.91,19.05,35.62,-79.08,"Chatham County NC"
"2001-05-12 19:07:00",0.88,2.24,22.35,35.32,-78.62,"Harnett County NC"
"2001-05-12 20:15:00",0.88,2.24,22.35,35.32,-78.62,"Harnett County NC"
