STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW
US1NCWK0036,"RALEIGH 7.5 NNE, NC US",35.926,-78.6205,110.9,2013-02,,,,,1.28,4.63,
USC00314972,"LEXINGTON AG 2 N, NC US",35.8425,-80.29472,231.6,2013-02,,,,,0.84,3.49,
US1NCWY0001,"GOLDSBORO 4.4 E, NC US",35.3724,-77.89842,40.8,2013-02,,,,,1.71,5.27,
USC00314860,"LAURINBURG, NC US",34.7502,-79.46628,64,2013-02,0,0,0,0,0.97,4.02,0
US1NCWK0028,"APEX 1.5 E, NC US",35.7269,-78.8188,138.1,2013-02,,1,,1.2,0.83,3.59,1.2
US1NCWY0002,"PIKEVILLE 6.2 WSW, NC US",35.470358,-78.08919,35.1,2013-02,,,,,1.31,4.59,
US1NCCN0020,"HAVELOCK 1.4 SW, NC US",34.89571,-76.916094,6.4,2013-02,,0,,0,2.8,6.22,0
USR0000NPOC,"POCOSIN LAKES NORTH CAROLINA, NC US",35.7469,-76.5108,1.8,2013-02,,,,,,,
US1NCYN0004,"BURNSVILLE 6.5 SSW, NC US",35.829683,-82.3285,947.9,2013-02,,3,,2.5,0.7,4.05,6.6
US1NCYN0001,"BURNSVILLE 4.6 N, NC US",35.981972,-82.285219,792.2,2013-02,,,,,0.64,2.45,
US1NCJH0020,"CLAYTON 4.6 ESE, NC US",35.6169,-78.3846,93,2013-02,,,,,0.93,3.68,
US1NCJH0022,"MIDDLESEX 5.5 SSW, NC US",35.721802,-78.258338,83.2,2013-02,,,,,1.17,4.4,
USC00319081,"WARSAW 5 E, NC US",35.0129,-78.0044,33.5,2013-02,0,0,0,0,1.5,3.86,0
US1NCBC0067,"BLACK MOUNTAIN 0.8 N, NC US",35.6263,-82.3297,736.1,2013-02,,,,,,3.58,
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.06003,-79.44811,201.2,2013-02,,,,,0.9,3.28,
US1NCJN0001,"NEW BERN 4.4 SW, NC US",35.07159388,-77.12831294,4.9,2013-02,,,,,1.59,4.41,
US1NCSR0002,"DOBSON 2.3 SE, NC US",36.366946,-80.692741,348.7,2013-02,,,,,1.32,3.04,
US1NCRT0006,"CHIMNEY ROCK 0.3 E, NC US",35.441842,-82.254283,366.7,2013-02,,,,,0.95,4.07,
USC00315838,"MORGANTON, NC US",35.72972,-81.67273,359.7,2013-02,,,,,1.55,4.41,
USC00316805,"PISGAH FOREST 3 NE, NC US",35.2719,-82.6475,667.5,2013-02,,,,,1.45,5.35,
US1NCBC0064,"WEAVERVILLE 4.2 N, NC US",35.7579,-82.56181,658.1,2013-02,,,,,0.43,2.34,
US1NCBC0066,"WEAVERVILLE 5.6 E, NC US",35.7077,-82.4592,780.9,2013-02,2,1,1,1,0.5,2.59,2.6
US1NCSR0004,"MOUNT AIRY 4.3 W, NC US",36.494052,-80.689644,389.5,2013-02,,,,,1.19,3.09,
USC00314987,"LILLINGTON, NC US",35.40688,-78.82024,45.7,2013-02,,,,,1.15,3.61,
US1NCWK0048,"KNIGHTDALE 1.9 WSW, NC US",35.7779,-78.5161,86.9,2013-02,,,,,1.09,4.33,
USC00312200,"CULLOWHEE, NC US",35.3116,-83.1747,668.1,2013-02,,,,,1.04,5.41,
US1NCBC0062,"MONTREAT 0.6 NE, NC US",35.65247744,-82.29398534,891.5,2013-02,,,,,0.95,4.08,
USC00315830,"MOREHEAD CITY 2 WNW, NC US",34.7336,-76.7357,3,2013-02,,,,,4.05,7.03,
US1NCCN0030,"NEW BERN 7.3 ESE, NC US",35.07766342,-76.96113586,2.4,2013-02,,,,,1.94,3.83,
USR0000NLEX,"LEXINGTON NORTH CAROLINA, NC US",35.7922,-80.312,228.6,2013-02,,,,,,,
US1NCRT0008,"UNION MILLS 2.6 ENE, NC US",35.5012619,-81.920747,317.9,2013-02,,,,,1,4.19,
US1NCSK0002,"DANBURY 4.6 NNW, NC US",36.46511459,-80.25659943,323.4,2013-02,,,,,0.77,2.74,
USR0000NTUR,"TURNBULL CREEK NORTH CAROLINA, NC US",34.6831,-78.5817,30.5,2013-02,,,,,,,
USR0000NTUS,"TUSQUITEE NORTH CAROLINA, NC US",35.04,-84.06,698.9,2013-02,,,,,,,
US1NCWK0056,"GARNER 3.8 SSE, NC US",35.6428,-78.6042,98.8,2013-02,,,,,,3.61,
USC00311248,"BURNSVILLE AG, NC US",35.92503,-82.27161,861.1,2013-02,,,,,1.4,4.39,
USC00314997,"LINCOLNTON 2 NW, NC US",35.48,-81.2799,245.4,2013-02,,,,,0.81,3.53,
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.24573,-82.38916,527.3,2013-02,,,,,2.39,4.63,
USC00313784,"HAMLET, NC US",34.88634,-79.69238,106.7,2013-02,,,,,0.85,3.78,
USC00314996,"LINCOLNTON 4 W, NC US",35.4606,-81.3296,270.4,2013-02,,,,,1.4,3.36,
US1NCCM0006,"HOPE MILLS 8.3 SE, NC US",34.880642,-78.860023,43.6,2013-02,,,,,1.67,4.42,
USR0000NUWH,"UWHARRIE TROY NORTH CAROLINA, NC US",35.3667,-79.8667,164.6,2013-02,,,,,,,
US1NCCM0005,"FAYETTEVILLE 4.4 SW, NC US",35.023718,-78.950863,47.9,2013-02,,,,,1.31,4.62,
US1NCPK0010,"TRYON 1.8 E, NC US",35.205429,-82.207384,338.3,2013-02,,,,,1.02,3.87,
USC00310286,"ASHEBORO 2 W, NC US",35.70838,-79.83811,265.2,2013-02,,,,,0.81,3.37,
USC00313555,"GRAHAM 2 ENE, NC US",36.0503,-79.3728,201.2,2013-02,,,,,1,3.63,
USR0000NDUK,"DUKE FOREST NORTH CAROLINA, NC US",35.9667,-79.0917,172.2,2013-02,,,,,,,
USC00312102,"COWEETA EXPERIMENTAL STATION, NC US",35.0604,-83.4301,684.9,2013-02,,,,,1.83,6.7,
US1NCUN0014,"WAXHAW 6.1 NE, NC US",34.976083,-80.65573,198.7,2013-02,,,,,0.5,2.68,
USR0000NCRN,"CROATAN NORTH CAROLINA, NC US",34.7833,-76.8667,6.1,2013-02,,,,,,,
US1NCTR0020,"BREVARD 3.6 SW, NC US",35.202778,-82.776667,69.5,2013-02,,,,,1.45,5.89,
US1NCSC0002,"LAURINBURG 5.7 SSW, NC US",34.691329,-79.516161,50,2013-02,,,,,0.86,3.98,
US1NCUN0017,"WAXHAW 4.1 ENE, NC US",34.944722,-80.674722,196.9,2013-02,,,,,0.52,3.12,
US1NCSC0001,"LAURINBURG 7.6 NNW, NC US",34.874117,-79.497705,92.7,2013-02,,,,,1,3.98,
US1NCGL0008,"GREENSBORO 5.3 NNE, NC US",36.1515,-79.7968,242.3,2013-02,,,,,1.08,3.21,
US1NCOR0005,"CHAPEL HILL 3.3 SSW, NC US",35.8845,-79.0646,127.4,2013-02,,,,,0.92,3.2,
US1NCOR0006,"HILLSBOROUGH 7.4 NW, NC US",36.1515,-79.1908,202.4,2013-02,,,,,1.11,2.88,
US1NCPK0001,"COLUMBUS 1.9 E, NC US",35.251223,-82.171502,315.5,2013-02,,,,,0.74,4,
US1NCOR0004,"HILLSBOROUGH 8.7 NE, NC US",36.146787,-78.978196,159.1,2013-02,,,,,1.24,3.75,
US1NCPK0002,"COLUMBUS 6.6 NNW, NC US",35.328683,-82.263588,319.4,2013-02,,,,,0.67,4.7,
US1NCOR0002,"EFLAND 4.0 NNW, NC US",36.138333,-79.180556,210.9,2013-02,,,,,1.18,3.65,
US1NCPK0005,"TRYON 2.2 ESE, NC US",35.1968,-82.20293,342.3,2013-02,,,,,1.04,4.28,
US1NCPK0008,"RUTHERFORDTON 9.5 S, NC US",35.22758,-81.976704,285.6,2013-02,,,,,0.84,4.22,
USC00312238,"DANBURY, NC US",36.4301,-80.1789,310.6,2013-02,0,0,0,0.5,0.9,3.08,0.5
USC00315743,"MOCKSVILLE 5 SE, NC US",35.84219,-80.49777,207.3,2013-02,,,,,0.84,3.81,
US1NCWK0115,"RALEIGH 2.7 NNE, NC US",35.856224,-78.635964,118.9,2013-02,,,,,1.06,4.48,
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.0963,-81.8311,1609.3,2013-02,,,,,0.65,3.78,
US1NCWK0105,"CARY 2.7 S, NC US",35.744152,-78.806075,125.6,2013-02,,,,,1.03,3.5,
USW00053870,"GASTONIA MUNICIPAL AIRPORT, NC US",35.19667,-81.15583,242.9,2013-02,,,,,1.09,3.63,
USW00053872,"MONROE AIRPORT, NC US",35.01694,-80.62056,207,2013-02,,,,,0.29,0.7,
US1NCOR0008,"HILLSBOROUGH 4.9 SW, NC US",36.02298,-79.1664,227.1,2013-02,,,,,1.15,3.53,
USW00053877,"ASHEVILLE 8 SSW, NC US",35.4945,-82.6142,655.6,2013-02,,,,,1.53,3.57,
USW00053878,"ASHEVILLE 13 S, NC US",35.4185,-82.5567,641,2013-02,,,,,1.63,3.82,
USC00318906,"VALE AG 2 SW, NC US",35.52364,-81.44435,300.2,2013-02,1,1,1,1,0.82,3.54,1
US1NCWK0001,"RALEIGH 10.3 N, NC US",35.969613,-78.688719,113.1,2013-02,,1,,1,1.12,4.15,1
US1NCWK0122,"GARNER 3.4 SSE, NC US",35.646595,-78.61096954,98.5,2013-02,,,,,1.43,4.81,
USC00313336,"FRISCO 2 NNE, NC US",35.2512,-75.6048,0,2013-02,,,,,2.62,7.24,
USC00314788,"LAKE TOXAWAY 2 SW, NC US",35.0966,-82.9509,975.4,2013-02,,,,,3.05,6.65,
US1NCHR0007,"LILLINGTON 2.0 W, NC US",35.4028,-78.8508,103.9,2013-02,1,1,1,1.2,1.17,4.02,1.2
USC00317813,"SHALLOTTE AG, NC US",33.9283,-78.3894,6.1,2013-02,,,,,1.65,3.38,
US1NCWK0004,"APEX 3.4 ESE, NC US",35.71335,-78.7854,125,2013-02,,,,,1.07,4.07,
USC00315996,"MURFREESBORO, NC US",36.4521,-77.0803,30.5,2013-02,,,,,1.6,4.2,
US1NCHR0002,"COATS 0.7 W, NC US",35.4049,-78.681,75.9,2013-02,0,1,0,1,0.86,3.61,1
US1NCWK0002,"RALEIGH 1.5 SW, NC US",35.805725,-78.675888,110,2013-02,,,,,1.04,4.13,
US1NCWK0003,"RALEIGH 6.2 E, NC US",35.814267,-78.547817,73.2,2013-02,,,,,1.12,3.42,
US1NCTR0002,"BREVARD 0.8 W, NC US",35.2398,-82.7444,690.7,2013-02,,,,,1.9,5.93,
US1NCWK0119,"RALEIGH 5.5 WSW, NC US",35.80356979,-78.75443268,127.1,2013-02,,,,,1.01,4.31,
US1NCWY0012,"GOLDSBORO 4.6 ENE, NC US",35.4006784,-77.9020348,37.2,2013-02,,,,,1.47,4.71,
US1NCTR0001,"BREVARD 1.2 NNW, NC US",35.2551,-82.7351,771.1,2013-02,,,,,1.21,5.52,
USC00311285,"BUTNER FILTER PLANT, NC US",36.1414,-78.7736,108.2,2013-02,,,,,1.47,3.7,
US1NCTR0009,"BREVARD 4.0 S, NC US",35.17948,-82.73679,691.6,2013-02,,,,,1.98,6.2,
US1NCTR0008,"BREVARD 0.7 NNE, NC US",35.2466,-82.7262,653.5,2013-02,,,,,1.28,5.44,
US1NCTR0005,"BREVARD 5.4 E, NC US",35.229216,-82.635764,642.5,2013-02,,0,,0,0.84,5.81,0
US1NCWY0010,"GOLDSBORO 11.5 WSW, NC US",35.29655,-78.16499,50.3,2013-02,,,,,1.48,3.83,
US1NCCN0009,"NEW BERN 1.3 NNE, NC US",35.13871,-77.07385,4.9,2013-02,,,,,1.26,4.07,
USC00313106,"FLETCHER 3 W, NC US",35.4267,-82.557,630.9,2013-02,,,,,1.09,4.16,
US1NCCN0004,"JAMES CITY 1.7 WSW, NC US",35.053063,-77.044811,0.9,2013-02,,,,,2.13,4.78,
US1NCHR0017,"CAMERON 7.6 E, NC US",35.32866667,-79.11633333,84.7,2013-02,,,,,0.74,3.47,
USC00313228,"FRANKLIN, NC US",35.18038,-83.39294,647.7,2013-02,,,,,1.55,5.38,
USC00311165,"BRYSON CITY 4, NC US",35.4467,-83.4623,605,2013-02,,,,,1.12,4.77,
US1NCUN0010,"MONROE 9.2 N, NC US",35.1187,-80.51475,202.4,2013-02,,,,,0.7,3.25,
US1NCCN0001,"HAVELOCK 3.1 NW, NC US",34.9383,-76.9338,9.1,2013-02,,,,,,5.02,
US1NCWK0013,"RALEIGH 5.9 ENE, NC US",35.862421,-78.566454,103.9,2013-02,,,,,1.21,4.51,
USC00316853,"PLYMOUTH 5 E, NC US",35.8723,-76.6592,6.1,2013-02,,,,,1.32,4.75,
USC00314675,"KING, NC US",36.2838,-80.3624,268.2,2013-02,0,0,0,0,1.11,3.36,0
US1NCUN0003,"MATTHEWS 5.6 ENE, NC US",35.1445,-80.6185,231.6,2013-02,,,,,0.52,3.13,
US1NCWK0009,"RALEIGH 6.8 NNE, NC US",35.91139,-78.60577,122.8,2013-02,,,,,1.11,4.35,
USC00314684,"KINSTON 7 SE, NC US",35.1967,-77.5432,7.3,2013-02,,,,,2.13,6.42,
US1NCWK0006,"HOLLY SPRINGS 1.1 ESE, NC US",35.64888,-78.81709,123.1,2013-02,,,,,0.91,3.98,
US1NCHR0010,"CAMERON 10.5 ESE, NC US",35.26685,-79.0798196,123.7,2013-02,,,,,1.26,3.73,
US1NCUN0001,"MONROE 2.4 N, NC US",35.020746,-80.53429,175,2013-02,,,,,0.72,3.26,
USC00315771,"MONROE 2 SE, NC US",34.9797,-80.5233,167.6,2013-02,,,,,,3.66,
USC00315890,"MOUNT AIRY 2 W, NC US",36.49618,-80.65226,329.2,2013-02,1,0,1,0.5,1.25,2.7,0.6
US1NCUN0009,"WAXHAW 4.0 NNE, NC US",34.978814,-80.716532,182.6,2013-02,,,,,0.59,3.32,
US1NCTR0018,"LAKE TOXAWAY 3.2 ENE, NC US",35.144461,-82.879107,798.9,2013-02,,,,,2.08,6.85,
US1NCBC0005,"ASHEVILLE 2.1 NNW, NC US",35.6025,-82.5602,645.6,2013-02,,,,,0.63,3.31,
US1NCGS0024,"GASTONIA 1.3 WSW, NC US",35.24213791,-81.19103241,238.4,2013-02,,,,,0.95,3.63,
US1NCBC0001,"ASHEVILLE 5.6 NNW, NC US",35.6534,-82.5709,777.2,2013-02,,,,,0.47,2.65,
US1NCBC0003,"ASHEVILLE 5.7 NNW, NC US",35.653592,-82.572833,742.5,2013-02,0,0,1,0.7,0.56,3.57,1.7
US1NCBC0004,"FAIRVIEW 3.8 ENE, NC US",35.546,-82.343,813.2,2013-02,,,,,0.65,3.44,
US1NCGS0021,"GASTONIA 1.8 SSE, NC US",35.2282486,-81.15982056,226.2,2013-02,,,,,0.76,3.02,
USC00313238,"GARNER, NC US",35.6708,-78.6608,100.6,2013-02,,,,,,4.3,
USC00314689,"KINSTON AG RESEARCH, NC US",35.2975,-77.5722,18.3,2013-02,,,,,2,5.48,
USC00311055,"BREVARD, NC US",35.22844,-82.73575,662.9,2013-02,,,,,1.5,5.6,
USC00315898,"MOUNT GILEAD 4 W, NC US",35.2078,-80.0636,67.1,2013-02,,,,,0.96,3.65,
USC00313356,"GASTONIA, NC US",35.2671,-81.1436,213.4,2013-02,,,,,0.88,3.78,
USC00316510,"OXFORD AG, NC US",36.30402,-78.61083,152.4,2013-02,,,,,1.37,3.4,
USC00310090,"ALBEMARLE, NC US",35.3992,-80.1994,185.9,2013-02,,,,,0.78,3.62,
US1NCBC0014,"LEICESTER 2 SE, NC US",35.62631944,-82.67633333,672.1,2013-02,,,,,0.52,2.59,
US1NCCH0004,"GOLDSTON 3.8 N, NC US",35.648565,-79.33607,173.1,2013-02,,,,,0.89,4.22,
USC00317725,"SCOTLAND NECK NUMBER 2, NC US",36.1369,-77.4231,30.5,2013-02,,,,,1.3,4.23,
USC00314456,"JACKSON, NC US",36.39652,-77.42397,37.5,2013-02,,,,,1.61,4.51,
USC00315424,"MCADENVILLE, NC US",35.2625,-81.0777,185.9,2013-02,,,,,0.85,3.69,
USC00317845,"SHELBY 2 NW, NC US",35.31099,-81.57096,249.9,2013-02,,,,,0.8,3.53,
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.18355,-79.67736,222.5,2013-02,,,,,0.75,3.55,
US1NCOR0017,"CEDAR GROVE 2.4 ENE, NC US",36.176226,-79.124567,194.5,2013-02,,,,,1.17,3.67,
US1NCGL0017,"GREENSBORO 0.9 WNW, NC US",36.082043,-79.843233,258.5,2013-02,,0,,0,0.97,3.22,0
US1NCNS0010,"ROCKY MOUNT 5.9 SW, NC US",35.895726,-77.882305,40.8,2013-02,,,,,1.03,3.93,
US1NCGL0016,"BROWNS SUMMIT 3.4 NW, NC US",36.2467,-79.7572,238.4,2013-02,0,,0,,1.1,3.17,
USC00317618,"SALISBURY 9 WNW, NC US",35.6967,-80.6225,221,2013-02,,,,,0.89,3.65,
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.85883,29.3,2013-02,,,,,1.45,4.71,
USC00318706,"TRENTON, NC US",35.0629,-77.3548,9.1,2013-02,,,,,1.74,4.41,
USR0000NFBR,"FORT BRAGG NORTH CAROLINA, NC US",35.1397,-79.0644,143,2013-02,,,,,,,
USC00317615,"SALISBURY, NC US",35.6836,-80.4822,213.4,2013-02,,,,,1.07,3.65,
USW00093727,"NEW RIVER MCAF, NC US",34.70842,-77.43966,7.9,2013-02,,,,,2.14,5.2,
USW00093729,"CAPE HATTERAS BILLY MITCHELL FIELD, NC US",35.2326,-75.6219,3.4,2013-02,,,,,2.82,7.56,
USC00311081,"BRIDGEWATER HYDRO, NC US",35.7427,-81.8362,335.3,2013-02,,,,,0.98,3.24,
USC00314471,"JACKSONVILLE EOC, NC US",34.7965,-77.401,5.2,2013-02,,,,,2.4,5.21,
US1NCWL0010,"PURLEAR 4.6 WNW, NC US",36.2132355,-81.3574197,420,2013-02,,0,,0.5,1.43,3,0.8
US1NCGL0013,"BROWNS SUMMIT 3.2 NW, NC US",36.2455,-79.7543,252.4,2013-02,,,,,1.08,3.11,
US1NCOR0019,"CHAPEL HILL 1.7 NE, NC US",35.946897,-79.022703,91.1,2013-02,,,,,0.96,3.76,
US1NCGL0029,"GREENSBORO 1.4 SE, NC US",36.065128,-79.808716,256.3,2013-02,,,,,,1.74,
USR0000NFAI,"FAIRFIELD NORTH CAROLINA, NC US",35.5417,-76.2231,3,2013-02,,,,,,,
US1NCNS0002,"NASHVILLE 3.2 W, NC US",35.970875,-78.010894,68.3,2013-02,,,,,1.32,4.49,
US1NCOR0024,"HILLSBOROUGH 0.4 NW, NC US",36.074601,-79.107755,160.3,2013-02,,,,,0.95,3.09,
US1NCMG0003,"TROY 8.1 N, NC US",35.468826,-79.861426,200.9,2013-02,,,,,0.7,4.21,
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.9891,258.8,2013-02,,,,,1.01,3.77,
USC00316422,"RICHLANDS, NC US",34.925,-77.5113,6.1,2013-02,,,,,2.27,6.26,
USC00317994,"SMITHFIELD, NC US",35.5174,-78.34446,45.7,2013-02,,,,,0.96,3.56,
USW00093719,"NEW BERN ASOS, NC US",35.0677,-77.048,5.8,2013-02,,,,,0.97,4.31,
US1NCWL0003,"MILLERS CREEK 1.9 NNW, NC US",36.21245,-81.25443,392.9,2013-02,,,,,1.03,3.28,
USR0000NWAY,"WAYAH NORTH CAROLINA, NC US",35.1667,-83.4031,658.4,2013-02,,,,,,,
US1NCBC0045,"ASHEVILLE 2.9 N, NC US",35.616229,-82.550453,660.2,2013-02,0,0,0,0,0.63,3.21,0
US1NCBC0047,"WEAVERVILLE 1.4 SE, NC US",35.684051,-82.539792,656.8,2013-02,,,,,0.5,2.44,
US1NCBC0041,"ARDEN 1.6 ENE, NC US",35.47906,-82.49238,694.6,2013-02,,,,,0.65,3.35,
US1NCBC0042,"ARDEN 2.9 WNW, NC US",35.475493,-82.567166,676,2013-02,0,0,0,0,0.86,3.9,0
US1NCBC0043,"ASHEVILLE 8.1 NNW, NC US",35.684553,-82.595285,637.9,2013-02,,,,,0.68,2.23,
US1NCBC0044,"CANDLER 1.9 NE, NC US",35.558551,-82.672164,679.7,2013-02,,,,,0.69,3.27,
USC00317516,"ROXBORO 7 ESE, NC US",36.3464,-78.8858,216.4,2013-02,,,,,1.31,3.39,
US1NCBC0040,"WEAVERVILLE 4.3 N, NC US",35.7598,-82.5548,668.1,2013-02,,1,,2,0.42,2.04,2
USC00318964,"WADESBORO, NC US",34.95884,-80.07746,146.3,2013-02,,,,,1.5,4.8,
USC00314496,"JEFFERSON 2 E, NC US",36.41747,-81.42964,840.9,2013-02,4,1,3,3,1.28,3.33,4.3
USC00317400,"ROCKY MOUNT 8 ESE, NC US",35.8936,-77.6806,33.5,2013-02,,,,,1.64,4.56,
USC00315340,"MARION, NC US",35.6847,-82.0084,429.8,2013-02,,0,,0,1.13,4.55,0
US1NCPM0012,"ORIENTAL 5.2 NE, NC US",35.092905,-76.626399,1.2,2013-02,,,,,2.22,5.34,
USW00013723,"GREENSBORO AIRPORT, NC US",36.0969,-79.9432,271.3,2013-02,0,0,0,0.5,0.82,3.2,0.6
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2013-02,0,0,0,0.7,0.92,4.08,0.7
US1NCPD0017,"HAMPSTEAD 0.3 NW, NC US",34.3708219,-77.7139119,15.5,2013-02,,,,,2.73,5.48,
US1NCPM0011,"ARAPAHOE 3.6 ESE, NC US",35.0007357,-76.7674787,1.2,2013-02,,,,,2.27,5.59,
US1NCPM0010,"ORIENTAL 4.3 NNW, NC US",35.090532,-76.720234,2.4,2013-02,,,,,2.47,5.91,
US1NCPD0011,"HAMPSTEAD 1.9 S, NC US",34.340719,-77.710239,7,2013-02,,,,,2.58,5.36,
US1NCBC0053,"ASHEVILLE 5.4 N, NC US",35.650917,-82.563809,833.9,2013-02,,,,,0.63,2.95,
USR0000TCHE,"CHEROKEE TENNESSEE, TN US",35.6197,-83.2069,1036.3,2013-02,,,,,,,
US1NCBC0051,"ASHEVILLE 1.2 NNW, NC US",35.5909018,-82.554861,650.4,2013-02,,,,,0.69,3.11,
USC00316676,"PERRYTOWN, NC US",35.0556,-77.0859,8.5,2013-02,,,,,1.92,4.64,
USC00318500,"TARBORO 1 S, NC US",35.88413,-77.53857,10.7,2013-02,,,,,1.5,3.39,
USC00319704,"YANCEYVILLE 4 SE, NC US",36.3773,-79.25502,193.5,2013-02,1,1,1,1.1,1.12,3.36,1.3
USC00314260,"HOT SPRINGS, NC US",35.89536,-82.8313,410,2013-02,2,2,1,1.5,0.52,2.37,3.8
US1NCPM0002,"ORIENTAL 2.1 WSW, NC US",35.022647,-76.718177,7,2013-02,,,,,2.94,6.48,
US1NCBC0028,"ASHEVILLE 4.2 ESE, NC US",35.55,-82.48,697.1,2013-02,,0,,0,0.67,3.57,0
USW00003810,"HICKORY FAA AIRPORT, NC US",35.74207,-81.38229,358.1,2013-02,,,,,1.34,3.23,
USW00003812,"ASHEVILLE AIRPORT, NC US",35.4319,-82.5375,645.3,2013-02,0,0,0,0.2,1.54,3.56,0.2
US1NCCR0053,"NEWPORT 1.7 SSE, NC US",34.7645925,-76.85201459,5.8,2013-02,,,,,4.29,6.88,
US1NCCY0002,"HAYESVILLE 4.5 E, NC US",35.041278,-83.740455,624.5,2013-02,,,,,1.16,4.76,
US1NCBC0021,"ASHEVILLE 4.0 NNE, NC US",35.62238,-82.50958,917.1,2013-02,,,,,0.55,2.04,
US1NCBC0022,"SKYLAND 1.0 W, NC US",35.48624431,-82.53532112,670.6,2013-02,,,,,0.61,3.74,
USC00315116,"LONGWOOD, NC US",34.0106,-78.5464,12.2,2013-02,,,,,1.89,5.17,
US1NCGS0009,"BELMONT 0.4 E, NC US",35.249,-81.0335,205.4,2013-02,,,,,0.83,3.88,
US1NCGS0006,"GASTONIA 3.9 ESE, NC US",35.25389,-81.12006,211.8,2013-02,,,,,0.84,3.76,
USC00315356,"MARSHALL, NC US",35.80336,-82.66573,585.2,2013-02,,,,,0.47,2.1,
USC00317656,"SANFORD 8 NE, NC US",35.53554,-79.04747,79.9,2013-02,,,,,0.92,3.88,
US1NCGS0007,"GASTONIA 2.5 NE, NC US",35.290611,-81.154243,236.5,2013-02,,,,,0.86,4.22,
USC00318744,"TRYON, NC US",35.20574,-82.25178,402.3,2013-02,,,,,1.04,4.48,
US1NCRN0013,"ASHEBORO 10.9 S, NC US",35.5645049,-79.777743,223.7,2013-02,,,,,0.68,3.04,
USC00315123,"LOUISBURG, NC US",36.10259,-78.30418,79.2,2013-02,,,,,1.17,3.66,
US1NCJH0015,"WENDELL 6.5 S, NC US",35.689161,-78.3482,83.8,2013-02,,,,,1.01,4.13,
US1NCRN0016,"SEAGROVE 6.0 ENE, NC US",35.56638889,-79.675,165.2,2013-02,,,,,0.84,3.91,
USW00093807,"WINSTON SALEM REYNOLDS AIRPORT, NC US",36.13361,-80.22222,295.7,2013-02,,,,,0.89,2.85,
US1NCDV0002,"ADVANCE 0.2 ESE, NC US",35.941354,-80.413365,254.5,2013-02,,,,,1.31,3.96,
US1NCDV0005,"MOCKSVILLE 4.6 SE, NC US",35.8494339,-80.49787903,220.7,2013-02,,,,,0.84,3.41,
US1NCJH0014,"CLAYTON 1.3 SSW, NC US",35.631653,-78.470186,91.1,2013-02,,,,,1.03,3.87,
US1NCBT0003,"MERRY HILL 3.8 E, NC US",36.01520157,-76.70488739,6.1,2013-02,,,,,1.04,3.57,
US1NCBC0035,"FAIRVIEW 1.2 S, NC US",35.5057717,-82.405101,712,2013-02,,,,,0.7,3.27,
USR0000NRUT,"RUTHERFORD CO NORTH CAROLI, NC US",35.4286,-81.9394,321.9,2013-02,,,,,,,
US1NCBC0037,"ASHEVILLE 3.3 SE, NC US",35.536182,-82.513492,676,2013-02,,,,,0.73,3.62,
US1NCBC0031,"BLACK MOUNTAIN 0.1 WSW, NC US",35.614,-82.332,722.1,2013-02,,,,,,3.62,
USC00318519,"TAYLORSVILLE, NC US",35.9225,-81.1716,402.3,2013-02,,,,,1.07,4.12,
US1NCBK0002,"GLEN ALPINE 2.8 S, NC US",35.6886819,-81.7860105,343.8,2013-02,,,,,1.18,4.14,
USC00317548,"RURAL HALL, NC US",36.2333,-80.3069,292.6,2013-02,,,,,0.94,3.43,
US1NCBK0004,"GLEN ALPINE 0.7 WSW, NC US",35.7266,-81.7902,384.7,2013-02,,,,,1.01,3.78,
US1NCJH0005,"CLAYTON 2.9 W, NC US",35.65438,-78.509292,95.1,2013-02,,,,,1.05,3.87,
US1NCJH0007,"CLAYTON 5.7 SSE, NC US",35.572406,-78.415406,64,2013-02,,,,,1.06,3.81,
US1NCJH0009,"KENLY 6.6 NW, NC US",35.659866,-78.210705,73.2,2013-02,,,,,1.27,4.22,
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.91352,1015,2013-02,9,5,7,6.4,0.56,3.48,15.9
USR0000NBUS,"BUSICK NORTH CAROLINA, NC US",35.7694,-82.1917,881.5,2013-02,,,,,,,
USC00316341,"CHEROKEE, NC US",35.48997,-83.31361,598.9,2013-02,,,,,1.13,6.3,
US1NCRN0001,"ASHEBORO 2.2 SSE, NC US",35.6892,-79.801,255.1,2013-02,,,,,0.64,3.3,
US1NCRW0002,"CHINA GROVE 4.4 W, NC US",35.563451,-80.658223,263.3,2013-02,,,,,0.75,3.52,
USC00317319,"ROANOKE RAPIDS, NC US",36.47893,-77.67141,64,2011-02,,,,,0.63,1.16,
USC00316349,"OCRACOKE, NC US",35.1075,-75.9872,1.2,2011-02,,,,,1.48,3.75,
USC00317202,"REIDSVILLE 2 NW, NC US",36.3796,-79.6944,271.3,2011-02,0,0,0,0.1,0.9,1.61,0.1
